Année,Juridiction,Industrie,Produit,Valeur (1 000 dollars)
2023,Nouvelle-Écosse,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",205590
2023,Nouvelle-Écosse,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2023,Nunavut,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2023,Nunavut,Fabrication de produits en bois,Scieries et préservation du bois,0
2023,Nunavut,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2023,Nunavut,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2023,Ontario,Fabrication de produits en bois,Fabrication totale de produits du bois,11170875
2023,Ontario,Fabrication de produits en bois,Scieries et préservation du bois,3811940
2023,Ontario,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",4190922
2023,Ontario,Fabrication de produits en bois,Autres fabrications de produits du bois,3168013
2023,Île-du-Prince-Édouard,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2023,Île-du-Prince-Édouard,Fabrication de produits en bois,Scieries et préservation du bois,0
2023,Île-du-Prince-Édouard,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2023,Île-du-Prince-Édouard,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2023,Québec,Fabrication de produits en bois,Fabrication totale de produits du bois,19019245
2023,Québec,Fabrication de produits en bois,Scieries et préservation du bois,9320728
2023,Québec,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",5344332
2023,Québec,Fabrication de produits en bois,Autres fabrications de produits du bois,4354185
2023,Saskatchewan,Fabrication de produits en bois,Fabrication totale de produits du bois,1570126
2023,Saskatchewan,Fabrication de produits en bois,Scieries et préservation du bois,439824
2023,Saskatchewan,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",1030302
2023,Saskatchewan,Fabrication de produits en bois,Autres fabrications de produits du bois,100000
2023,Yukon,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2023,Yukon,Fabrication de produits en bois,Scieries et préservation du bois,0
2023,Yukon,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2023,Yukon,Fabrication de produits en bois,Autres fabrications de produits du bois,0
