Année,Juridiction,Insecte espèce,Superficie défoliée (hectares)
2010,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2010,Terre-Neuve-et-Labrador,Spongieuse,0
2010,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",34841
2010,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",58012
2010,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2010,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2010,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2011,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2011,Terre-Neuve-et-Labrador,Diprion du sapin,12937
2011,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2011,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2011,Terre-Neuve-et-Labrador,Livrée des forêts,0
2011,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,0
2011,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2011,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2011,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2011,Terre-Neuve-et-Labrador,Spongieuse,0
2011,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",41097
2011,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",21790
2011,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2011,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2011,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2012,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2012,Terre-Neuve-et-Labrador,Diprion du sapin,536
2012,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2012,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2012,Terre-Neuve-et-Labrador,Livrée des forêts,0
2012,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,0
2012,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2012,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2012,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2012,Terre-Neuve-et-Labrador,Spongieuse,0
2012,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2012,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",33255
2012,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2012,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2012,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2013,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2013,Terre-Neuve-et-Labrador,Diprion du sapin,1492
2013,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2013,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2013,Terre-Neuve-et-Labrador,Livrée des forêts,0
2013,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,0
2013,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2013,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2013,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2013,Terre-Neuve-et-Labrador,Spongieuse,0
2013,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",7848
2013,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",55045
2013,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2013,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2013,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2014,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2014,Terre-Neuve-et-Labrador,Diprion du sapin,0
2014,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2014,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2014,Terre-Neuve-et-Labrador,Livrée des forêts,0
2014,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,3083
2014,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2014,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2014,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2014,Terre-Neuve-et-Labrador,Spongieuse,0
2014,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",46839
2014,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",50767
2014,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2014,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2014,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2015,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2015,Terre-Neuve-et-Labrador,Diprion du sapin,0
2015,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2015,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2015,Terre-Neuve-et-Labrador,Livrée des forêts,0
2015,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,2730
2015,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2015,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2015,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2015,Terre-Neuve-et-Labrador,Spongieuse,0
2015,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",46839
2015,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",36352
2015,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2015,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2015,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2016,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2016,Terre-Neuve-et-Labrador,Diprion du sapin,0
2016,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2016,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2016,Terre-Neuve-et-Labrador,Livrée des forêts,0
2016,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,3897
2016,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2016,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2016,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2016,Terre-Neuve-et-Labrador,Spongieuse,0
2016,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2016,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",34520
2016,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2016,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2016,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2017,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2017,Terre-Neuve-et-Labrador,Diprion du sapin,0
2017,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2017,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2017,Terre-Neuve-et-Labrador,Livrée des forêts,0
2017,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,1443
2017,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2017,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2017,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2017,Terre-Neuve-et-Labrador,Spongieuse,0
2017,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2017,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",430
2017,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2017,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2017,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2018,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2018,Terre-Neuve-et-Labrador,Diprion du sapin,0
2018,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2018,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2018,Terre-Neuve-et-Labrador,Livrée des forêts,0
2018,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,343
2018,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2018,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2018,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2018,Terre-Neuve-et-Labrador,Spongieuse,0
2018,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2018,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",0
2018,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2018,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2018,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2019,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2019,Terre-Neuve-et-Labrador,Diprion du sapin,0
2019,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2019,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2019,Terre-Neuve-et-Labrador,Livrée des forêts,0
2019,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,0
2019,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2019,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2019,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2019,Terre-Neuve-et-Labrador,Spongieuse,0
2019,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2019,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",0
2019,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2019,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2019,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2020,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2020,Terre-Neuve-et-Labrador,Diprion du sapin,55
2020,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2020,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2020,Terre-Neuve-et-Labrador,Livrée des forêts,0
2020,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,159
2020,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2020,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2020,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2020,Terre-Neuve-et-Labrador,Spongieuse,0
2020,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2020,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",3319
2020,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2020,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2020,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2021,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2021,Terre-Neuve-et-Labrador,Diprion du sapin,0
2021,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2021,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2021,Terre-Neuve-et-Labrador,Livrée des forêts,0
2021,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,799
2021,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2021,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2021,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2021,Terre-Neuve-et-Labrador,Spongieuse,0
2021,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2021,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",65701
2021,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2021,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2021,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2022,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2022,Terre-Neuve-et-Labrador,Diprion du sapin,0
2022,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2022,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2022,Terre-Neuve-et-Labrador,Livrée des forêts,0
2022,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,0
2022,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2022,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2022,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2022,Terre-Neuve-et-Labrador,Spongieuse,0
2022,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2022,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",167209
2022,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2022,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2022,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2023,Terre-Neuve-et-Labrador,Noctuelle décolorée,0
2023,Terre-Neuve-et-Labrador,Diprion du sapin,0
2023,Terre-Neuve-et-Labrador,"Tordeuse à tête noire de l'Ouest",0
2023,Terre-Neuve-et-Labrador,Arpenteuse de Bruce,0
2023,Terre-Neuve-et-Labrador,Livrée des forêts,0
2023,Terre-Neuve-et-Labrador,Arpenteuse de la pruche,0
2023,Terre-Neuve-et-Labrador,Tordeuse du pin gris,0
2023,Terre-Neuve-et-Labrador,Tordeuse du tremble,0
2023,Terre-Neuve-et-Labrador,Dendroctone du pin ponderosa,0
2023,Terre-Neuve-et-Labrador,Spongieuse,0
2023,Terre-Neuve-et-Labrador,"Dendroctone de l'épinette",0
2023,Terre-Neuve-et-Labrador,"Tordeuse des bourgeons de l'épinette",73356
2023,Terre-Neuve-et-Labrador,Diprion de Swaine,0
2023,Terre-Neuve-et-Labrador,Tordeuse bisannuelle de l’épinette,0
2023,Terre-Neuve-et-Labrador,"Tordeuse occidentale de l'épinette",0
2010,Territoires du Nord-Ouest,Noctuelle décolorée,0
2010,Territoires du Nord-Ouest,Diprion du sapin,0
2010,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2010,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2010,Territoires du Nord-Ouest,Livrée des forêts,0
2010,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2010,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2010,Territoires du Nord-Ouest,Tordeuse du tremble,0
2010,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2010,Territoires du Nord-Ouest,Spongieuse,0
2010,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2010,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",83702
2010,Territoires du Nord-Ouest,Diprion de Swaine,0
2010,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2010,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2011,Territoires du Nord-Ouest,Noctuelle décolorée,0
2011,Territoires du Nord-Ouest,Diprion du sapin,0
2011,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2011,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2011,Territoires du Nord-Ouest,Livrée des forêts,0
2011,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2011,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2011,Territoires du Nord-Ouest,Tordeuse du tremble,0
2011,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2011,Territoires du Nord-Ouest,Spongieuse,0
2011,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2011,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",41861
2011,Territoires du Nord-Ouest,Diprion de Swaine,0
2011,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2011,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2012,Territoires du Nord-Ouest,Noctuelle décolorée,0
2012,Territoires du Nord-Ouest,Diprion du sapin,0
2012,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2012,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2012,Territoires du Nord-Ouest,Livrée des forêts,0
2012,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2012,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2012,Territoires du Nord-Ouest,Tordeuse du tremble,0
2012,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2012,Territoires du Nord-Ouest,Spongieuse,0
2012,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2012,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",61457
2012,Territoires du Nord-Ouest,Diprion de Swaine,0
2012,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2012,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2013,Territoires du Nord-Ouest,Noctuelle décolorée,0
2013,Territoires du Nord-Ouest,Diprion du sapin,0
2013,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2013,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2013,Territoires du Nord-Ouest,Livrée des forêts,0
2013,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2013,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2013,Territoires du Nord-Ouest,Tordeuse du tremble,0
2013,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2013,Territoires du Nord-Ouest,Spongieuse,0
2013,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2013,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",53539
2013,Territoires du Nord-Ouest,Diprion de Swaine,0
2013,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2013,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2014,Territoires du Nord-Ouest,Noctuelle décolorée,0
2014,Territoires du Nord-Ouest,Diprion du sapin,0
2014,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2014,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2014,Territoires du Nord-Ouest,Livrée des forêts,1200
2014,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2014,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2014,Territoires du Nord-Ouest,Tordeuse du tremble,0
2014,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2014,Territoires du Nord-Ouest,Spongieuse,0
2014,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2014,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",76400
2014,Territoires du Nord-Ouest,Diprion de Swaine,0
2014,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2014,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2015,Territoires du Nord-Ouest,Noctuelle décolorée,0
2015,Territoires du Nord-Ouest,Diprion du sapin,0
2015,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2015,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2015,Territoires du Nord-Ouest,Livrée des forêts,102901
2015,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2015,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2015,Territoires du Nord-Ouest,Tordeuse du tremble,0
2015,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2015,Territoires du Nord-Ouest,Spongieuse,0
2015,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2015,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",174263
2015,Territoires du Nord-Ouest,Diprion de Swaine,0
2015,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2015,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2016,Territoires du Nord-Ouest,Noctuelle décolorée,0
2016,Territoires du Nord-Ouest,Diprion du sapin,0
2016,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2016,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2016,Territoires du Nord-Ouest,Livrée des forêts,135984
2016,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2016,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2016,Territoires du Nord-Ouest,Tordeuse du tremble,0
2016,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2016,Territoires du Nord-Ouest,Spongieuse,0
2016,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2016,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",122473
2016,Territoires du Nord-Ouest,Diprion de Swaine,0
2016,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2016,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2017,Territoires du Nord-Ouest,Noctuelle décolorée,0
2017,Territoires du Nord-Ouest,Diprion du sapin,0
2017,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2017,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2017,Territoires du Nord-Ouest,Livrée des forêts,1045
2017,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2017,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2017,Territoires du Nord-Ouest,Tordeuse du tremble,0
2017,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2017,Territoires du Nord-Ouest,Spongieuse,0
2017,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2017,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",245859
2017,Territoires du Nord-Ouest,Diprion de Swaine,0
2017,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2017,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2018,Territoires du Nord-Ouest,Noctuelle décolorée,0
2018,Territoires du Nord-Ouest,Diprion du sapin,0
2018,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2018,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2018,Territoires du Nord-Ouest,Livrée des forêts,0
2018,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2018,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2018,Territoires du Nord-Ouest,Tordeuse du tremble,0
2018,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2018,Territoires du Nord-Ouest,Spongieuse,0
2018,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2018,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",391615
2018,Territoires du Nord-Ouest,Diprion de Swaine,0
2018,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2018,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2019,Territoires du Nord-Ouest,Noctuelle décolorée,0
2019,Territoires du Nord-Ouest,Diprion du sapin,0
2019,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2019,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2019,Territoires du Nord-Ouest,Livrée des forêts,0
2019,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2019,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2019,Territoires du Nord-Ouest,Tordeuse du tremble,0
2019,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2019,Territoires du Nord-Ouest,Spongieuse,0
2019,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2019,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",215753
2019,Territoires du Nord-Ouest,Diprion de Swaine,0
2019,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2019,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2020,Territoires du Nord-Ouest,Noctuelle décolorée,0
2020,Territoires du Nord-Ouest,Diprion du sapin,0
2020,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2020,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2020,Territoires du Nord-Ouest,Livrée des forêts,0
2020,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2020,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2020,Territoires du Nord-Ouest,Tordeuse du tremble,0
2020,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2020,Territoires du Nord-Ouest,Spongieuse,0
2020,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2020,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",107760
2020,Territoires du Nord-Ouest,Diprion de Swaine,0
2020,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2020,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2021,Territoires du Nord-Ouest,Noctuelle décolorée,190350
2021,Territoires du Nord-Ouest,Diprion du sapin,0
2021,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2021,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2021,Territoires du Nord-Ouest,Livrée des forêts,0
2021,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2021,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2021,Territoires du Nord-Ouest,Tordeuse du tremble,2300
2021,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2021,Territoires du Nord-Ouest,Spongieuse,0
2021,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2021,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",1030000
2021,Territoires du Nord-Ouest,Diprion de Swaine,0
2021,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2021,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2022,Territoires du Nord-Ouest,Noctuelle décolorée,0
2022,Territoires du Nord-Ouest,Diprion du sapin,0
2022,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2022,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2022,Territoires du Nord-Ouest,Livrée des forêts,0
2022,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2022,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2022,Territoires du Nord-Ouest,Tordeuse du tremble,0
2022,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2022,Territoires du Nord-Ouest,Spongieuse,0
2022,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2022,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",1310000
2022,Territoires du Nord-Ouest,Diprion de Swaine,0
2022,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2022,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2023,Territoires du Nord-Ouest,Noctuelle décolorée,0
2023,Territoires du Nord-Ouest,Diprion du sapin,0
2023,Territoires du Nord-Ouest,"Tordeuse à tête noire de l'Ouest",0
2023,Territoires du Nord-Ouest,Arpenteuse de Bruce,0
2023,Territoires du Nord-Ouest,Livrée des forêts,0
2023,Territoires du Nord-Ouest,Arpenteuse de la pruche,0
2023,Territoires du Nord-Ouest,Tordeuse du pin gris,0
2023,Territoires du Nord-Ouest,Tordeuse du tremble,0
2023,Territoires du Nord-Ouest,Dendroctone du pin ponderosa,0
2023,Territoires du Nord-Ouest,Spongieuse,0
2023,Territoires du Nord-Ouest,"Dendroctone de l'épinette",0
2023,Territoires du Nord-Ouest,"Tordeuse des bourgeons de l'épinette",529000
2023,Territoires du Nord-Ouest,Diprion de Swaine,0
2023,Territoires du Nord-Ouest,Tordeuse bisannuelle de l’épinette,0
2023,Territoires du Nord-Ouest,"Tordeuse occidentale de l'épinette",0
2010,Nouvelle-Écosse,Noctuelle décolorée,0
2010,Nouvelle-Écosse,Diprion du sapin,0
2010,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2010,Nouvelle-Écosse,Arpenteuse de Bruce,0
2010,Nouvelle-Écosse,Livrée des forêts,0
